Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MUF;Capacidad_MW;Posicion;Plazo
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2001;Nombre2001;Solar;0.36;9;12;3
Región de Antofagasta;NA;Titular107;Nombre107;Solar;0.288;10.016;38;3
Región de Ñuble;NA;Titular969;Nombre969;Solar;0.36;10.85;496;5
Región de Valparaíso;NA;Titular1260;Nombre1260;Solar;0.264;9.936;80;2
Región del Biobío;NA;Titular1562;Nombre1562;Eólica;5.52;184.8;256;8
Región del Maule;NA;Titular2298;Nombre2298;Solar;0.216;10.67;21;5
Región de Antofagasta;NA;Titular225;Nombre225;Solar;0.228;12.5;78;2
Región de Arica y Parinacota;NA;Titular290;Nombre290;Solar;8.232;198.04;195;4
Región de Los Lagos;NA;Titular857;Nombre857;Solar;0.36;9;190;4
Región de Antofagasta;NA;Titular76;Nombre76;Solar;10.8;726;34;3
Región de La Araucanía;NA;Titular699;Nombre699;Hidro;1.14;15;162;3
Región de Valparaíso;NA;Titular1405;Nombre1405;Solar;0.24;11.4;170;5
Región de Atacama;NA;Titular323;Nombre323;Solar;0.228;12.5;93;4
Región de Atacama;NA;Titular369;Nombre369;Solar;0.264;10.89;147;4
Región de Antofagasta;NA;Titular254;Nombre254;Solar;0.2448;9;38;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1902;Nombre1902;Solar;0.432;9;24;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1773;Nombre1773;Solar;0.48;12.52;288;3
Región de Ñuble;NA;Titular1002;Nombre1002;Solar;0.24;9;448;3
Región del Maule;NA;Titular2221;Nombre2221;Solar;0.216;10.62;294;4
Región de Valparaíso;NA;Titular1532;Nombre1532;Solar;0.288;12;90;3
Región de La Araucanía;NA;Titular746;Nombre746;Solar;0.24;11.016;180;2
Región de Coquimbo;NA;Titular635;Nombre635;Solar;1.5408;74.659;20;3
Región del Maule;NA;Titular2318;Nombre2318;Solar;0.24;9.979;14;2
Región de Antofagasta;NA;Titular32;Nombre32;Eólica;5.04;192;62;12
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1842;Nombre1842;Solar;0.1584;7.6;36;3
Región de Valparaíso;NA;Titular1462;Nombre1462;Solar;3.84;120;50;5
Región de Valparaíso;NA;Titular1262;Nombre1262;Solar;0.1488;9.1;130;2
Región de Tarapacá;NA;Titular1203;Nombre1203;Solar;0.072;4.61;4;5
Región de Ñuble;NA;Titular990;Nombre990;Solar;0.396;17.22;688;2
Región de Coquimbo;NA;Titular650;Nombre650;Solar;0.216;10.466;40;5
Región del Maule;NA;Titular2242;Nombre2242;Solar;0.24;10.025;203;2
Región de Coquimbo;NA;Titular531;Nombre531;Solar;0.288;9;156;3
Región de Tarapacá;NA;Titular1117;Nombre1117;Solar;66.9384;1032;43;5
Región del Maule;NA;Titular2332;Nombre2332;Solar;0.2256;10.49;133;2
Región de La Araucanía;NA;Titular685;Nombre685;Eólica;4.8;93;315;9
Región de Coquimbo;NA;Titular638;Nombre638;Solar;0.2256;10.5;24;5
Región de Valparaíso;NA;Titular1491;Nombre1491;Solar;0.2448;10.8;110;2
Región de Antofagasta;NA;Titular136;Nombre136;Solar;9.6;404;14;3
Región de La Araucanía;NA;Titular692;Nombre692;Eólica;3.24;130.2;18;8
Región del Maule;NA;Titular2319;Nombre2319;Solar;0.264;9;350;2
Región del Maule;NA;Titular2063;Nombre2063;Solar;0.288;12;217;2
Región de Valparaíso;NA;Titular1513;Nombre1513;Solar;1.08;24;65;2
Región de Tarapacá;NA;Titular1198;Nombre1198;Solar;66.9384;1032;42;3
Región de Ñuble;NA;Titular977;Nombre977;Solar;0.24;11.016;624;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1824;Nombre1824;Solar;3.504;121;210;2
Región de Atacama;NA;Titular319;Nombre319;Solar;5.28;222.16;132;2
Región del Maule;NA;Titular2184;Nombre2184;Solar;0.288;12;147;3
Región de Antofagasta;NA;Titular250;Nombre250;Solar;2.16;91.85;92;5
Región del Biobío;NA;Titular1696;Nombre1696;Solar;0.288;9;216;5
Región del Maule;NA;Titular2375;Nombre2375;Solar;0.24;11.44;35;5
Región del Biobío;NA;Titular1702;Nombre1702;Solar;0.24;9;240;4
Región de Valparaíso;NA;Titular1474;Nombre1474;Solar;0.24;11;155;3
Región de Valparaíso;NA;Titular1304;Nombre1304;Solar;2.5296;100;135;4
Región de Coquimbo;NA;Titular515;Nombre515;Solar;0.24;13;80;3
Región de Antofagasta;NA;Titular209;Nombre209;Solar;9.6;404;2;3
Región de La Araucanía;NA;Titular753;Nombre753;Solar;0.216;11.016;207;4
Región de Los Lagos;NA;Titular782;Nombre782;Eólica;0.408;16.8;100;8
Región del Maule;NA;Titular2065;Nombre2065;Solar;0.2016;9.9;70;4
Región del Maule;NA;Titular2235;Nombre2235;Solar;0.288;12;49;5
Región de La Araucanía;NA;Titular710;Nombre710;Solar;0.264;11.04;171;2
Región de Ñuble;NA;Titular1082;Nombre1082;Solar;0.216;10.5;720;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1971;Nombre1971;Solar;0.18;7.016;216;2
Región del Maule;NA;Titular2183;Nombre2183;Solar;0.312;10.8;84;2
Región de Valparaíso;NA;Titular1492;Nombre1492;Solar;0.84;9;110;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1873;Nombre1873;Solar;0.168;7.84;234;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1999;Nombre1999;Solar;0.36;9.99;126;5
Región de Valparaíso;NA;Titular1456;Nombre1456;Solar;0.24;10.61;230;2
Región de Tarapacá;NA;Titular1133;Nombre1133;Solar;66.9384;1009.28;47;5
Región de Valparaíso;NA;Titular1401;Nombre1401;Solar;0.1032;3.48;145;5
Región de Valparaíso;NA;Titular1483;Nombre1483;Solar;0.24;12.16;200;3
Región de Los Ríos;NA;Titular908;Nombre908;Solar;0.24;10.33;98;5
Región de Arica y Parinacota;NA;Titular277;Nombre277;Solar;0.228;12.5;75;3
Región del Maule;NA;Titular2111;Nombre2111;Solar;0.2928;12.23;196;3
Región de Antofagasta;NA;Titular246;Nombre246;Solar;1.44;140.049;92;2
Región de Valparaíso;NA;Titular1431;Nombre1431;Solar;0.18;7.01568;240;4
Región de Atacama;NA;Titular350;Nombre350;Solar;0.228;12.5;51;4
Región de Valparaíso;NA;Titular1263;Nombre1263;Solar;0.24;10.61;10;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1877;Nombre1877;Solar;0.2064;7.83;18;2
Región del Biobío;NA;Titular1587;Nombre1587;Eólica;5.52;184.8;184;10
Región de Ñuble;NA;Titular970;Nombre970;Solar;0.312;10.8;48;4
Región de Valparaíso;NA;Titular1434;Nombre1434;Solar;0.24;10.61;120;5
Región de Coquimbo;NA;Titular597;Nombre597;Solar;2.28;132;24;3
Región de Valparaíso;NA;Titular1242;Nombre1242;Solar;0.2568;10.66;115;3
Región de Valparaíso;NA;Titular1289;Nombre1289;Solar;0.2544;10.66;75;5
Región de Valparaíso;NA;Titular1241;Nombre1241;Solar;0.192;7.13;50;4
Región de Coquimbo;NA;Titular624;Nombre624;Solar;0.288;9;68;3
Región de Valparaíso;NA;Titular1500;Nombre1500;Solar;2.784;161.1;55;4
Región de Coquimbo;NA;Titular491;Nombre491;Eólica;2.8608;79.5;60;8
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1745;Nombre1745;Solar;0.0192;0.8295;120;5
Región de La Araucanía;NA;Titular727;Nombre727;Solar;0.264;11.04;432;5
Región de Valparaíso;NA;Titular1442;Nombre1442;Solar;0.2376;11;130;4
Región del Maule;NA;Titular2081;Nombre2081;Solar;0.2112;10.83;14;5
Región de Coquimbo;NA;Titular505;Nombre505;Solar;0.72;14.7;40;2
Región de Ñuble;NA;Titular946;Nombre946;Eólica;4.128;115.2;544;10
Región del Maule;NA;Titular2254;Nombre2254;Solar;0.312;10.8;308;5
Región de Valparaíso;NA;Titular1432;Nombre1432;Solar;0.24;3.23;175;2
Región del Maule;NA;Titular2066;Nombre2066;Solar;0.2376;10.79;217;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1761;Nombre1761;Solar;0.48;11;138;4
Región del Maule;NA;Titular2077;Nombre2077;Solar;0.792;48.2;35;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1976;Nombre1976;Solar;0.264;11;300;5
Región de Valparaíso;NA;Titular1438;Nombre1438;Solar;4.44;82;60;2
Región de Antofagasta;NA;Titular18;Nombre18;Eólica;4.8;180;26;12
Región de Valparaíso;NA;Titular1383;Nombre1383;Solar;0.24;12;35;4
Región de Coquimbo;NA;Titular604;Nombre604;Solar;0.36;10.85;188;5
Región de Tarapacá;NA;Titular1128;Nombre1128;Solar;0.12;5.92;3;5
Región de Valparaíso;NA;Titular1452;Nombre1452;Solar;0.24;11.2617;235;3
Región de Ñuble;NA;Titular1029;Nombre1029;Solar;0.36;11.1;320;4
Región del Biobío;NA;Titular1597;Nombre1597;Hidro;0.2328;3.3;96;3
Región del Biobío;NA;Titular1655;Nombre1655;Solar;0.24;10.87;352;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1930;Nombre1930;Solar;0.264;9;264;4
Región de Ñuble;NA;Titular941;Nombre941;Eólica;11.28;187.2;448;16
Región de Antofagasta;NA;Titular16;Nombre16;Eólica;16.416;805.2;44;13
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2005;Nombre2005;Solar;0.48;11;222;5
Región de Antofagasta;NA;Titular151;Nombre151;Solar;10.8;726;54;4
Región de Los Ríos;NA;Titular924;Nombre924;Solar;0.36;12.16;168;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1861;Nombre1861;Solar;0.288;12.02;84;2
Región del Maule;NA;Titular2334;Nombre2334;Solar;0.24;10.53;56;4
Región de Magallanes y de la Antártica Chilena;NA;Titular929;Nombre929;Eólica;12;384;288;8
Región de Magallanes y de la Antártica Chilena;NA;Titular928;Nombre928;Eólica;12;325;384;15
Región de Coquimbo;NA;Titular527;Nombre527;Solar;5.28;279.9;64;3
Región del Biobío;NA;Titular1617;Nombre1617;Solar;0.168;7.016;216;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2015;Nombre2015;Solar;0.48;12.52;96;4
Región del Maule;NA;Titular2358;Nombre2358;Solar;0.2592;10.78;175;2
Región de Coquimbo;NA;Titular550;Nombre550;Solar;0.216;10.5;84;5
Región de Ñuble;NA;Titular968;Nombre968;Solar;0.24;9;208;3
Región de Magallanes y de la Antártica Chilena;NA;Titular933;Nombre933;Eólica;12;325;600;10
Región de Atacama;NA;Titular472;Nombre472;Solar;5.28;324.87;6;4
Región de Los Lagos;NA;Titular809;Nombre809;Eólica;0.408;16.2;50;15
Región de Coquimbo;NA;Titular513;Nombre513;Solar;0.6408;6.2;52;3
Región de Coquimbo;NA;Titular558;Nombre558;Solar;0.0096;0.359;184;2
Región de Tarapacá;NA;Titular1189;Nombre1189;Solar;66.9384;1032;16;5
Región de Valparaíso;NA;Titular1487;Nombre1487;Solar;0.24;12.79;110;5
Región de Valparaíso;NA;Titular1501;Nombre1501;Solar;0.264;8.73;10;4
Región de Valparaíso;NA;Titular1497;Nombre1497;Solar;0.12;5.1;155;2
Región del Biobío;NA;Titular1559;Nombre1559;Eólica;5.52;208.8;152;16
Región de Valparaíso;NA;Titular1308;Nombre1308;Solar;0.168;7;30;3
Región de Los Ríos;NA;Titular875;Nombre875;Eólica;6.72;258;252;14
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1904;Nombre1904;Solar;0.1872;8;204;5
Región del Maule;NA;Titular2347;Nombre2347;Solar;0.216;10.416;231;3
Región de La Araucanía;NA;Titular675;Nombre675;Eólica;3.24;130.2;432;13
Región del Biobío;NA;Titular1660;Nombre1660;Solar;0.372;16.73;16;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1912;Nombre1912;Solar;0.432;9;300;2
Región de Antofagasta;NA;Titular15;Nombre15;Eólica;5.904;204.6;88;15
Región de Antofagasta;NA;Titular85;Nombre85;Solar;1.392;75.41;18;5
Región del Biobío;NA;Titular1544;Nombre1544;Eólica;5.52;184.8;392;10
Región de Tarapacá;NA;Titular1160;Nombre1160;Solar;0.12;5.92;44;4
Región de Antofagasta;NA;Titular100;Nombre100;Solar;11.904;671;42;4
Región de Ñuble;NA;Titular994;Nombre994;Solar;0.288;12;272;5
Región de Atacama;NA;Titular322;Nombre322;Solar;0.264;12.6;114;5
Región de Ñuble;NA;Titular993;Nombre993;Solar;0.288;12;800;4
Región de La Araucanía;NA;Titular702;Nombre702;Hidro;1.14;15;378;2
Región de Los Ríos;NA;Titular904;Nombre904;Solar;0.36;10.54;112;5
Región de Ñuble;NA;Titular1066;Nombre1066;Solar;0.252;9;48;3
Región de Atacama;NA;Titular365;Nombre365;Solar;0.264;10.89;36;3
Región de Coquimbo;NA;Titular606;Nombre606;Solar;0.288;12.5;196;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2012;Nombre2012;Solar;0.156;7.34;264;5
Región de Antofagasta;NA;Titular134;Nombre134;Solar;7.2;257;84;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1843;Nombre1843;Solar;0.288;12;66;3
Región de Coquimbo;NA;Titular498;Nombre498;Eólica;2.8608;79.5;172;9
Región de Valparaíso;NA;Titular1321;Nombre1321;Solar;2.784;140.83;150;4
Región del Maule;NA;Titular2176;Nombre2176;Solar;0.2016;9.9;210;5
Región del Biobío;NA;Titular1666;Nombre1666;Solar;0.264;11;152;2
Región de Antofagasta;NA;Titular118;Nombre118;Solar;0.288;13.33;80;4
Región del Biobío;NA;Titular1621;Nombre1621;Solar;0.24;10.87;184;2
Región de Valparaíso;NA;Titular1244;Nombre1244;Solar;0.1896;6;120;5
Región de Los Lagos;NA;Titular862;Nombre862;Solar;0.648;13.688;150;5
Región de Arica y Parinacota;NA;Titular279;Nombre279;Solar;0.24;9.644;660;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1837;Nombre1837;Solar;0.432;9;120;4
Región de La Araucanía;NA;Titular739;Nombre739;Solar;0.24;10.33;18;5
Región de La Araucanía;NA;Titular726;Nombre726;Solar;0.12;8.3;99;2
Región de Ñuble;NA;Titular951;Nombre951;Eólica-Solar;2.4072;90;320;9
Región de Atacama;NA;Titular464;Nombre464;Solar;5.28;250;54;2
Región de Coquimbo;NA;Titular562;Nombre562;Solar;0.2568;10.656;192;3
Región del Biobío;NA;Titular1630;Nombre1630;Solar;0.24;11.016;88;4
Región de Los Ríos;NA;Titular916;Nombre916;Solar;0.36;7.42;308;2
Región de Atacama;NA;Titular353;Nombre353;Solar;0.288;9;60;5
Región de Los Lagos;NA;Titular795;Nombre795;Eólica;0.2808;9;390;12
Región de Valparaíso;NA;Titular1356;Nombre1356;Solar;0.264;9.936;100;4
Región de Antofagasta;NA;Titular116;Nombre116;Solar;0.288;9;98;2
Región del Maule;NA;Titular2357;Nombre2357;Solar;0.24;9.979;161;3
Región de Los Ríos;NA;Titular902;Nombre902;Solar;0.36;12.16;70;2
Región de Coquimbo;NA;Titular605;Nombre605;Solar;0.288;11.78;120;4
Región de Los Lagos;NA;Titular798;Nombre798;Eólica;0.408;16.2;420;15
Región de Coquimbo;NA;Titular483;Nombre483;Eólica;3.6;79.2;188;8
Región de Arica y Parinacota;NA;Titular294;Nombre294;Solar;5.04;358.67;540;5
Región del Maule;NA;Titular2123;Nombre2123;Solar;0.144;6.99;112;4
Región de Antofagasta;NA;Titular177;Nombre177;Solar;0.324;10.79;88;2
Región de Coquimbo;NA;Titular620;Nombre620;Solar;0.24;13;196;5
Región de Atacama;NA;Titular348;Nombre348;Solar;0.288;12.5;138;3
Región de Atacama;NA;Titular424;Nombre424;Solar;0.24;12.5;120;5
Región del Biobío;NA;Titular1632;Nombre1632;Solar;0.168;7.016;208;4
Región de Antofagasta;NA;Titular42;Nombre42;Eólica-Solar;14.9736;557;10;16
Región del Maule;NA;Titular2072;Nombre2072;Solar;0.216;10.67;112;2
Región del Biobío;NA;Titular1640;Nombre1640;Solar;0.216;11.016;272;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1799;Nombre1799;Solar;0.2688;10.12;264;3
Región del Maule;NA;Titular2200;Nombre2200;Solar;0.204;8.93;154;4
Región del Maule;NA;Titular2142;Nombre2142;Solar;0.24;13.12;210;5
Región de Valparaíso;NA;Titular1392;Nombre1392;Solar;0.264;9.936;100;4
Región de La Araucanía;NA;Titular724;Nombre724;Solar;0.192;11;153;4
Región de Valparaíso;NA;Titular1256;Nombre1256;Solar;0.1944;10.3;210;5
Región de Tarapacá;NA;Titular1174;Nombre1174;Solar;0.324;9;38;4
Región de Antofagasta;NA;Titular229;Nombre229;Solar;2.64;112.58;68;3
Región de Ñuble;NA;Titular1057;Nombre1057;Solar;0.264;10.52;592;4
Región de La Araucanía;NA;Titular761;Nombre761;Solar;0.216;10;414;5
Región del Maule;NA;Titular2108;Nombre2108;Solar;0.288;9;98;2
Región de Valparaíso;NA;Titular1231;Nombre1231;Solar;0.1944;10.3;80;4
Región de Ñuble;NA;Titular948;Nombre948;Eólica;7.2;248;704;13
Región de Coquimbo;NA;Titular521;Nombre521;Solar;3.312;172.68;128;4
Región de Arica y Parinacota;NA;Titular274;Nombre274;Solar;0.228;12.5;750;4
Región de Coquimbo;NA;Titular630;Nombre630;Solar;0.2064;7.53;148;5
Región de Los Ríos;NA;Titular889;Nombre889;Hidro;10.608;170;28;4
Región del Maule;NA;Titular2145;Nombre2145;Solar;1.584;24;35;3
Región del Maule;NA;Titular2262;Nombre2262;Solar;0.24;9;294;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1936;Nombre1936;Solar;0.432;9.22;138;3
Región de Coquimbo;NA;Titular594;Nombre594;Solar;0.24;6;88;5
Región de Valparaíso;NA;Titular1495;Nombre1495;Solar;0.192;9.38;175;4
Región de Atacama;NA;Titular470;Nombre470;Solar;0.228;11;81;4
Región de Los Ríos;NA;Titular897;Nombre897;Solar;0.36;12.46;658;4
Región de Los Ríos;NA;Titular903;Nombre903;Solar;0.504;21.27;126;2
Región de Tarapacá;NA;Titular1183;Nombre1183;Solar;0.288;10.8;45;3
Región del Maule;NA;Titular2042;Nombre2042;Hidro;0.432;6.6;308;6
Región del Biobío;NA;Titular1713;Nombre1713;Solar;0.48;11.65;104;3
Región del Maule;NA;Titular2170;Nombre2170;Solar;0.24;11;28;5
Región del Biobío;NA;Titular1717;Nombre1717;Solar;0.48;11.65;144;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1937;Nombre1937;Solar;0.24;10.8;60;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1754;Nombre1754;Solar;12;249.7;24;5
Región de Valparaíso;NA;Titular1348;Nombre1348;Solar;0.1992;8.27;215;5
Región de Antofagasta;NA;Titular201;Nombre201;Solar;0.2376;10.83;54;4
Región de Los Lagos;NA;Titular805;Nombre805;Eólica;0.408;16.2;330;12
Región de Tarapacá;NA;Titular1170;Nombre1170;Solar;66.9384;1032;9;4
Región de Valparaíso;NA;Titular1299;Nombre1299;Solar;0.24;10.61;40;5
Región del Biobío;NA;Titular1639;Nombre1639;Solar;0.24;11.016;224;3
Región de Valparaíso;NA;Titular1393;Nombre1393;Solar;0.24;8.99;215;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1825;Nombre1825;Solar;0.1584;7.6;174;5
Región de La Araucanía;NA;Titular674;Nombre674;Eólica;2.808;58.65;369;11
Región de Ñuble;NA;Titular1040;Nombre1040;Solar;0.216;7.344;752;3
Región del Maule;NA;Titular2253;Nombre2253;Solar;0.312;9;7;2
Región de Valparaíso;NA;Titular1447;Nombre1447;Solar;0.2376;10.89;120;3
Región de Atacama;NA;Titular407;Nombre407;Solar;0.264;12.5;24;4
Región de Valparaíso;NA;Titular1411;Nombre1411;Solar;1.8;50.24;140;3
Región del Maule;NA;Titular2131;Nombre2131;Solar;4.392;120;322;3
Región del Biobío;NA;Titular1679;Nombre1679;Solar;0.216;10.87;216;4
Región de Ñuble;NA;Titular1014;Nombre1014;Solar;0.24;11;160;4
Región de Arica y Parinacota;NA;Titular265;Nombre265;Solar;1.584;16.77;390;3
Región de Atacama;NA;Titular402;Nombre402;Solar;3.12;100;6;2
Región de Coquimbo;NA;Titular496;Nombre496;Eólica;2.8608;79.5;132;16
Región de Valparaíso;NA;Titular1317;Nombre1317;Solar;0.0744;2.3;145;2
Región del Biobío;NA;Titular1538;Nombre1538;Eólica;3.696;72;112;12
Región de Antofagasta;NA;Titular81;Nombre81;Solar;10.8;726;50;4
Región de La Araucanía;NA;Titular706;Nombre706;Solar;0.24;10.33;414;5
Región de Antofagasta;NA;Titular55;Nombre55;Eólica-Solar;9.768;364;40;11
Región de Arica y Parinacota;NA;Titular292;Nombre292;Solar;0.288;13.2;450;5
Región de Coquimbo;NA;Titular565;Nombre565;Solar;0.288;13.24;124;3
Región del Biobío;NA;Titular1614;Nombre1614;Solar;0.192;8;336;3
Región del Maule;NA;Titular2082;Nombre2082;Solar;0.2448;10.77;168;3
Región de Antofagasta;NA;Titular60;Nombre60;Hidro;33.6;800;24;5
Región de Antofagasta;NA;Titular185;Nombre185;Solar;0.324;10.79;10;5
Región de Valparaíso;NA;Titular1480;Nombre1480;Solar;0.1992;8.27;225;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1795;Nombre1795;Solar;0.24;11;150;4
Región de Antofagasta;NA;Titular179;Nombre179;Solar;9.6;404;24;3
Región de Los Ríos;NA;Titular906;Nombre906;Solar;0.36;9;126;3
Región del Biobío;NA;Titular1551;Nombre1551;Eólica;6;215;296;11
Región de Tarapacá;NA;Titular1120;Nombre1120;Solar;0.324;10.79;42;4
Región de Ñuble;NA;Titular1072;Nombre1072;Solar;0.288;12;368;2
Región de Tarapacá;NA;Titular1192;Nombre1192;Solar;7.836;362.76;43;5
Región de Valparaíso;NA;Titular1450;Nombre1450;Solar;0.2952;10.8;100;5
Región de Atacama;NA;Titular401;Nombre401;Solar;5.76;235;108;5
Región de Ñuble;NA;Titular1097;Nombre1097;Solar;9.6;173;736;5
Región de Antofagasta;NA;Titular171;Nombre171;Solar;1.392;75.41;52;5
Región de Los Lagos;NA;Titular827;Nombre827;Eólica;7.8;304;340;14
Región de Coquimbo;NA;Titular511;Nombre511;Solar;0.288;10.7;140;2
Región de Atacama;NA;Titular330;Nombre330;Solar;1.9968;129;3;2
Región de Coquimbo;NA;Titular541;Nombre541;Solar;0.216;10.47;48;5
Región de Valparaíso;NA;Titular1372;Nombre1372;Solar;0.192;9.38;30;3
Región de Coquimbo;NA;Titular643;Nombre643;Solar;0.216;10.47;140;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1946;Nombre1946;Solar;0.36;7.14;66;2
Región de Valparaíso;NA;Titular1297;Nombre1297;Solar;0.24;10.61;190;2
Región de Ñuble;NA;Titular999;Nombre999;Solar;0.288;12;512;5
Región del Maule;NA;Titular2191;Nombre2191;Solar;0.204;8.93;21;4
Región del Maule;NA;Titular2193;Nombre2193;Solar;0.12;5.97;266;2
Región de La Araucanía;NA;Titular744;Nombre744;Solar;0.12;8.3;297;2
Región del Maule;NA;Titular2239;Nombre2239;Solar;1.584;24;91;5
Región de Los Lagos;NA;Titular818;Nombre818;Eólica;0.408;16.8;80;8
Región de Atacama;NA;Titular338;Nombre338;Solar;0.2376;10.89;45;3
Región de Valparaíso;NA;Titular1413;Nombre1413;Solar;0.2376;10.84;30;5
Región de Valparaíso;NA;Titular1345;Nombre1345;Solar;0.2952;9;230;5
Región de Los Lagos;NA;Titular841;Nombre841;Hidro;0.732;6;120;4
Región de Tarapacá;NA;Titular1154;Nombre1154;Solar;6;205.71;22;2
Región de Coquimbo;NA;Titular499;Nombre499;Eólica-Solar;8.16;199.1;32;14
Región de Antofagasta;NA;Titular73;Nombre73;Solar;2.88;167.37;40;2
Región de Ñuble;NA;Titular1102;Nombre1102;Solar;0.264;11;576;2
Región de Antofagasta;NA;Titular173;Nombre173;Solar;6.72;471.29;74;5
Región de Antofagasta;NA;Titular145;Nombre145;Solar;3.6;142;48;5
Región de Valparaíso;NA;Titular1268;Nombre1268;Solar;3.84;120;180;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2010;Nombre2010;Solar;3.504;121;114;4
Región del Maule;NA;Titular2343;Nombre2343;Solar;0.24;11.4;49;5
Región del Biobío;NA;Titular1662;Nombre1662;Solar;0.192;6;216;5
Región de Antofagasta;NA;Titular62;Nombre62;Solar;0.276;10.725;20;5
Región de Ñuble;NA;Titular1077;Nombre1077;Solar;7.344;200;352;2
Región de Antofagasta;NA;Titular157;Nombre157;Solar;0.2376;10.83;36;3
Región de Antofagasta;NA;Titular31;Nombre31;Eólica;5.904;204.6;32;10
Región de Antofagasta;NA;Titular204;Nombre204;Solar;0.288;13.33;24;4
Región del Maule;NA;Titular2133;Nombre2133;Solar;4.32;97.48;35;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1771;Nombre1771;Solar;2.352;83;264;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1927;Nombre1927;Solar;0.288;12;180;3
Región de Ñuble;NA;Titular997;Nombre997;Solar;0.396;17.22;144;5
Región de Coquimbo;NA;Titular495;Nombre495;Eólica;2.8608;79.5;156;16
Región del Maule;NA;Titular2376;Nombre2376;Solar;0.2544;9;182;5
Región de Atacama;NA;Titular381;Nombre381;Solar;5.28;222.16;66;3
Región de Tarapacá;NA;Titular1161;Nombre1161;Solar;66.9384;1009.28;40;2
Región de Atacama;NA;Titular419;Nombre419;Solar;5.76;235;144;4
Región de Los Lagos;NA;Titular822;Nombre822;Eólica;5.088;136.4;290;8
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1966;Nombre1966;Solar;0.36;10.3;246;2
Región de Valparaíso;NA;Titular1481;Nombre1481;Solar;0.192;7.13;155;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1959;Nombre1959;Solar;0.24;11.56;174;4
Región de Antofagasta;NA;Titular52;Nombre52;Eólica-Solar;18;539;18;10
Región de Los Lagos;NA;Titular848;Nombre848;Solar;0.36;9.5;330;2
Región del Maule;NA;Titular2278;Nombre2278;Solar;0.264;11;91;2
Región del Maule;NA;Titular2356;Nombre2356;Solar;4.8;201;161;3
Región de Los Lagos;NA;Titular781;Nombre781;Eólica;0.408;16.8;290;12
Región de Arica y Parinacota;NA;Titular288;Nombre288;Solar;10.8;421.9;585;4
Región de Tarapacá;NA;Titular1193;Nombre1193;Solar;23.76;581.46;17;4
Región del Maule;NA;Titular2130;Nombre2130;Solar;0.216;10.416;63;2
Región del Maule;NA;Titular2241;Nombre2241;Solar;0.312;10.85;21;3
Región del Maule;NA;Titular2231;Nombre2231;Solar;0.2568;10.7;14;5
Región del Maule;NA;Titular2339;Nombre2339;Solar;0.24;11.4;63;3
Región del Maule;NA;Titular2315;Nombre2315;Solar;0.216;10.62;322;5
Región de Antofagasta;NA;Titular49;Nombre49;Eólica-Solar;18;539;2;12
Región de Los Ríos;NA;Titular892;Nombre892;Hidro;0.108;3;406;6
Región de Coquimbo;NA;Titular615;Nombre615;Solar;0.288;9;112;4
Región de Ñuble;NA;Titular1108;Nombre1108;Solar;0.288;9;32;4
Región de Atacama;NA;Titular397;Nombre397;Solar;2.16;68;54;3
Región de Coquimbo;NA;Titular646;Nombre646;Solar;0.24;13;28;5
Región de Ñuble;NA;Titular983;Nombre983;Solar;0.24;10.66;368;3
Región de Antofagasta;NA;Titular28;Nombre28;Eólica;10.176;353.4;96;13
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1734;Nombre1734;Hidro;0.1536;2.56;294;5
